!	-10.8197791415528
¡ù	-13.6819800224822
¡æ	-11.5567289447711
¢ñ	-12.7168991264387
¢ò	-12.2060735026727
¢ó	-13.0533713630599
¢ô	-14.3751272030422
¢õ	-14.662809275494
¡Ã	-11.0885927297002
¡ö	-14.151983651728
¡õ	-11.7183702963275
¡÷	-12.0725421100481
¡ð	-10.848766678426
¡ñ	-11.911273962452
¡¢	-4.75813908921155
¡£	-3.739061442372
¡´	-11.8493985587339
¡µ	-11.8902205532542
¡¶	-6.41018945348841
¡·	-6.41489083773563
¡¸	-8.07205045663239
¡¹	-8.08866366751957
¡º	-9.51919829870691
¡»	-9.52897354761155
¡¾	-10.4531538667609
¡¿	-10.4681167394376
¡þ	-14.662809275494
¡²	-11.3306047653188
¡³	-11.3547023168978
¡¼	-11.1867105856587
¡½	-11.1867105856587
Ò»	-4.361933590418
¶¡	-9.02090220455585
Æß	-7.92663345677388
Íò	-7.17975235356147
ÕÉ	-9.14535637902926
Èý	-6.53088648490038
ÉÏ	-5.33991432727972
ÏÂ	-5.84561026193712
²»	-4.74051632475549
Óë	-6.23532199716222
Ø¤	-10.9251396572106
³ó	-9.95628659524559
×¨	-7.40627682470024
ÇÒ	-7.58026070613867
Ø§	-12.8710498062659
ÊÀ	-6.86935993861514
Çð	-9.86426769652534
±û	-11.1764540854915
Òµ	-6.60016639987639
´Ô	-9.94729103233701
¶«	-6.767373268551
Ë¿	-8.6906974569018
Ø©	-10.941139998557
¶ª	-10.376926501373
Á½	-6.55790441753402
ÑÏ	-8.21391988134711
É¥	-9.91209678421522
¸ö	-5.36451907811975
Ñ¾	-11.7360698734269
ÖÐ	-5.06130558012048
·á	-8.50441885707
´®	-10.3723498343456
ÁÙ	-8.44221910539423
Íè	-10.9907369396964
µ¤	-8.72791507987438
Îª	-5.26063715672284
Ö÷	-6.34179318716213
Àö	-8.56773574576697
¾Ù	-7.8179937962857
ÄË	-8.92087503487339
¾Ã	-8.20865947994793
Ã´	-6.47162327085118
Òå	-7.3883297167201
Ö®	-5.52884611511555
ÎÚ	-9.50375397627944
Õ§	-11.9772319302438
ºõ	-8.29119742826211
·¦	-9.75506840456034
ÀÖ	-7.1476462748996
Æ¹	-10.5464858065531
ÅÒ	-10.7507862700658
ÇÇ	-10.3146841924958
¹Ô	-11.0164894357988
³Ë	-8.80392419328513
ÒÒ	-10.0476887586527
Ø¿	-15.0682743836021
¾Å	-7.66948810818218
Æò	-10.9251396572106
Ò²	-5.74273208193727
Ï°	-7.86896952064173
Ïç	-8.79445442554809
Êé	-6.80687707577535
ØÀ	-14.151983651728
Âò	-8.55060311068986
ÂÒ	-8.42513590414078
Èé	-10.57963801387
Ç¬	-9.44968675500916
ÁË	-4.79936277249502
Óè	-9.0315974936726
Õù	-7.80880645251108
ÊÂ	-6.31088388630586
¶þ	-6.69275997051783
Ø¡	-15.0682743836021
ÓÚ	-5.87563983874488
¿÷	-10.2399606462998
ÔÆ	-8.14908472699433
»¥	-8.46297646265393
Îå	-7.189361471305
¾®	-9.18078242687713
Ø¨	-12.8169825849956
ÑÇ	-8.11602386473344
Ð©	-6.66559457897466
Ø½	-12.3274343596769
Íö	-8.98719767780446
¿º	-12.1505036515179
½»	-7.2402363514763
º¥	-10.376926501373
Òà	-8.59130202071245
²ú	-7.06407583323672
ºà	-11.0609411983697
Ä¶	-10.4384115850237
Ïí	-9.10341051829133
¾©	-7.45593754643439
Í¤	-9.57315744107949
ÁÁ	-8.78507349371433
Ç×	-7.60233290949417
Ùñ	-12.7168991264387
Ùô	-13.2765149143741
ÈË	-4.84033295505533
ÒÚ	-9.4680022853156
Ê²	-7.26811131320917
ÈÊ	-9.58763546026014
Øì	-15.7614215641621
Øê	-12.9282082201059
ØÆ	-12.8710498062659
½ö	-8.05706039625177
ÆÍ	-10.4335453953725
³ð	-9.71641625012607
½ñ	-7.29657485311805
½é	-8.33249436935981
ÈÔ	-8.21708945610839
´Ó	-6.53688247278608
ÂØ	-10.2240872971435
²Ö	-10.1892675319843
×Ð	-9.72116685288466
ÊË	-11.4987416871208
Ëû	-5.40399625006701
ÕÌ	-10.0949948760496
¸¶	-8.9305473295159
ÏÉ	-9.02801967232472
ÙÚ	-14.662809275494
Øð	-13.1964722067005
Øî	-12.2649140026956
´ú	-6.54898339410375
Áî	-7.66582286278389
ÒÔ	-5.41225509390448
Øí	-15.0682743836021
ÒÇ	-8.95569901074509
Øï	-15.0682743836021
ÃÇ	-5.80018410608505
Ñö	-9.68607553307339
ÖÙ	-9.70463755093345
Øõ	-15.7614215641621
¼þ	-7.3174444350771
¼Û	-7.95594693889122
ÈÎ	-7.23447608130316
·Ý	-8.36877404344045
·Â	-9.5309401165836
Æó	-8.3283462152635
Øø	-15.0682743836021
ÒÁ	-9.44425687741479
Îé	-9.86701872989723
¼¿	-11.7360698734269
·ü	-9.26013189362169
·¥	-9.72594013163732
ÐÝ	-9.0619212240004
ÖÚ	-7.51393955987638
ÓÅ	-8.17411105813946
»ï	-9.54881546841056
»á	-5.68444299621681
Øñ	-15.7614215641621
É¡	-10.7574752582166
Î°	-9.14669596395832
´«	-7.14095002329234
Øó	-15.7614215641621
ÉË	-8.21550341295275
Â×	-9.29839210724141
Ø÷	-15.0682743836021
Î±	-10.2399606462998
Øù	-13.1964722067005
²®	-8.6805536674713
¹À	-9.49612035142437
°é	-9.36116411885326
Áæ	-11.8295959314378
Éì	-8.98719767780446
ËÅ	-11.932780167673
ËÆ	-8.1705694404735
Ù¤	-11.5273150595648
µè	-11.1364487508778
µ«	-6.54430420790687
Î»	-6.75148525653062
µÍ	-8.13290393758702
×¡	-7.36865845112402
×ô	-10.5629245328963
ÓÓ	-11.0164894357988
Ìå	-6.47116156901002
ºÎ	-7.07837500865919
Ù¢	-13.3635262913637
ÙÜ	-13.5641969868259
Óà	-8.06339239388927
Øý	-11.3306047653188
·ð	-8.2128655849922
×÷	-5.84763720614858
Øþ	-14.3751272030422
Øú	-13.3635262913637
Ù¡	-13.969662094934
Äã	-5.92124661783772
Ó¶	-10.8862242409609
Øô	-14.151983651728
ÙÝ	-14.151983651728
Åå	-9.90348840967862
ÀÐ	-12.1238354044357
Ñð	-12.5833677338141
°Û	-13.8155114151068
¼Ñ	-8.81540757306285
Ù¥	-13.6819800224822
Ù¬	-13.969662094934
Ù®	-12.0725421100481
Ù«	-15.7614215641621
Ê¹	-6.68827643136374
Ù©	-11.5273150595648
Ö¶	-10.9656310185653
³Þ	-11.5870342942664
Àý	-8.47660065159347
ÊÌ	-9.78761195229282
Ùª	-13.8155114151068
Ù§	-15.7614215641621
Ù°	-15.0682743836021
¶±	-12.0002214484685
¹©	-7.74675519369714
ÒÀ	-8.25153850300716
ÏÀ	-9.00100687307865
ÂÂ	-11.3070742679086
½Ä	-12.0725421100481
Õì	-10.8055945065608
²à	-8.89761817270912
ÇÈ	-10.5410657390838
¿ë	-14.3751272030422
Ù­	-15.0682743836021
Ù¯	-12.9888328419223
Îê	-11.3306047653188
ºî	-9.34796260699472
ÇÖ	-9.38639674433398
±ã	-7.25165588857464
´Ù	-9.08938861870101
¶í	-9.77748528347489
Ù´	-13.969662094934
¿¡	-9.96232890970155
ÙÞ	-13.5641969868259
ÇÎ	-11.2075446725615
Àþ	-10.7441417273472
Ù¸	-10.3861431564779
Ë×	-8.97696450152443
·ý	-10.6023662649475
Ùµ	-12.7168991264387
±£	-7.23229980188057
Óá	-11.156251378174
Ù¹	-12.8169825849956
ÐÅ	-6.84344085418879
Ù¶	-12.9282082201059
Ù±	-14.3751272030422
Ù²	-12.8710498062659
Á©	-10.3677940178097
Ù³	-13.6819800224822
¼ó	-11.1764540854915
ÐÞ	-7.52262039829053
¸©	-10.5519354113207
¾ã	-9.0448267906411
Ù½	-14.151983651728
Ùº	-12.5833677338141
°³	-12.0478494974578
ÙÂ	-13.0533713630599
ÙÄ	-15.0682743836021
±¶	-9.56497743636756
Ù¿	-11.4439334506258
µ¹	-8.26089207876678
¾ó	-12.4655846981577
ÌÈ	-10.5303129473075
ºò	-7.70531190461702
ÒÐ	-10.9172344777035
ÙÃ	-14.662809275494
½è	-8.91129539801658
³«	-10.2849580122306
ÙÅ	-15.7614215641621
¾ë	-10.9172344777035
ÙÆ	-14.151983651728
Ù»	-10.8197791415528
Äß	-11.7540883789296
ÙÁ	-12.0237519458787
ÙÀ	-15.0682743836021
Õ®	-10.6494337758055
Öµ	-8.19614628226315
Çã	-9.42991971426839
ÙÈ	-12.0237519458787
¼Ù	-8.63533429086295
ÙÊ	-14.3751272030422
Ù¼	-13.458836471168
ÙË	-12.177902625706
Æ«	-9.20748816013627
ÙÉ	-12.5425457392939
×ö	-7.32826236835585
Í£	-8.51291749179147
½¡	-8.71216672290624
ÙÌ	-15.7614215641621
Å¼	-9.35950436743489
Íµ	-9.29062206037947
ÙÍ	-13.5641969868259
ÙÇ	-15.7614215641621
³¥	-10.2162441196825
¿þ	-12.7656892906081
¸µ	-10.3103831105964
Àü	-13.8155114151068
°ø	-10.8561467857236
´ö	-11.9772319302438
ÙÎ	-15.0682743836021
ÙÏ	-15.0682743836021
´¢	-10.3233422552389
ÙÐ	-12.5425457392939
´ß	-10.6256231271118
°Á	-10.5574148770853
Éµ	-10.6800171991776
Ïñ	-7.67655093502389
ÙÒ	-13.969662094934
ÁÅ	-10.6615551363379
ÙÖ	-15.7614215641621
É®	-9.76000668620093
ÙÔ	-13.6819800224822
Ù×	-13.1964722067005
ËÛ	-13.8155114151068
½©	-10.97392982138
Æ§	-11.2955134455075
ÙÓ	-15.0682743836021
ÙØ	-15.7614215641621
ÙÙ	-15.0682743836021
Èå	-9.86152421057959
ÀÜ	-12.7656892906081
¶ù	-7.17694362594024
Ø£	-10.7916082645861
ÔÊ	-9.8921246510283
Ôª	-7.15256118422002
ÐÖ	-8.55134193599129
³ä	-8.3072804860154
Õ×	-10.7846878217415
ÏÈ	-6.90861364653876
¹â	-7.19353525843032
¿Ë	-7.85119785706473
Ãâ	-8.42448465045446
¶Ò	-10.9093913002425
ÍÃ	-10.6615551363379
Ùî	-13.6819800224822
Ùð	-13.969662094934
µ³	-8.19822097180401
¶µ	-11.1170306650207
¾¤	-11.6838841202564
Èë	-6.76093839917437
È«	-6.56042470718905
°Ë	-7.63667854377651
¹«	-6.57302009970465
Áù	-7.74576394960474
Ùâ	-10.7051757588138
À¼	-8.44753473252861
¹²	-7.52473624144962
¹Ø	-6.71254185831252
ÐË	-7.88592227171687
±ø	-7.57384416857057
Æä	-6.1096056465547
¾ß	-7.30887356623937
µä	-8.62255456421655
×È	-10.6139270873486
Ñø	-8.0872686428804
¼æ	-9.30622300082196
ÊÞ	-9.58140491050951
¼½	-11.0885927297002
ÄÚ	-6.55318340027776
¸Ô	-10.8710724359403
È½	-11.79112965061
²á	-9.23346364653953
ÔÙ	-7.06960302258636
Ã°	-9.67011168208438
Ãá	-12.0725421100481
Èß	-12.6259273482329
Ð´	-7.73918064735554
¾ü	-6.9506636371359
Å©	-8.06611842919851
¹Ú	-9.38299538051049
Ú£	-10.9492372087897
Ô©	-10.8126616737839
Ú¤	-11.1266925759324
¶¬	-9.45514627721406
·ë	-9.91787714713072
±ù	-8.65727747117455
³å	-8.04407029197675
¾ö	-7.55021020236905
¿ö	-7.84242907599683
Ò±	-10.5464858065531
Àä	-8.43957185037372
¶³	-10.6554760902615
Ùþ	-13.458836471168
Ùý	-13.458836471168
¾»	-9.47728740309127
Æà	-10.9331078268598
×¼	-7.65944083230888
Ú¡	-15.7614215641621
Á¹	-9.87531753271192
µò	-12.2956856613624
Áè	-10.1302097823407
¼õ	-8.71129904389302
´Õ	-10.7244689617484
ÁÝ	-11.1074612140046
Äý	-9.72355064423994
¼¸	-7.22855189336083
·²	-8.96125149585988
·ï	-9.1124370141373
Ùì	-13.6819800224822
Æ¾	-9.60656347014566
¿­	-9.98998044103206
»Ë	-9.85878823076071
µÊ	-11.8696012660515
Ð×	-9.64552943867904
Í¹	-11.2288220710088
°¼	-11.1170306650207
³ö	-5.60484338394379
»÷	-8.00994624614062
ÛÊ	-14.151983651728
º¯	-10.1667101845602
Ôä	-10.6554760902615
µ¶	-8.40004613518473
µó	-12.3602241824999
ÈÐ	-9.98376924093942
·Ö	-6.29133573842714
ÇÐ	-7.94218711030301
Ø×	-14.3751272030422
¿¯	-8.76291192191148
Û»	-12.2350610395459
ØØ	-13.1964722067005
ÐÌ	-10.2123454792669
»®	-8.20342660563127
ë¾	-15.7614215641621
ÁÐ	-8.0543589087916
Áõ	-8.48417383753059
Ôò	-7.27633842666407
¸Õ	-8.14760287935345
´´	-7.75073002503178
³õ	-7.93338353203625
É¾	-11.4573564709579
ÅÐ	-9.10084641432239
ÅÙ	-13.2765149143741
Àû	-7.066584405503
±ð	-7.1683790604624
¹Î	-10.9907369396964
µ½	-5.50116907173697
ØÚ	-15.7614215641621
ÖÆ	-6.78971916445875
Ë¢	-9.7140493851158
È¯	-10.7846878217415
É²	-9.68377932081304
´Ì	-8.91129539801658
¿Ì	-7.84899844268837
¹ô	-13.969662094934
ØÛ	-15.7614215641621
ØÜ	-15.0682743836021
¶ç	-13.6819800224822
¼Á	-9.8725436058292
Ìê	-11.5129263221127
Ï÷	-9.92661082709947
ØÝ	-11.1970733726942
Ç°	-6.37746407602209
¹Ð	-13.458836471168
½£	-8.02032247412671
ÌÞ	-11.5870342942664
ÆÊ	-11.1266925759324
Øà	-13.3635262913637
ØÞ	-15.7614215641621
Øß	-14.662809275494
°þ	-10.5196745491024
¾ç	-7.7375415714272
Ê£	-10.0984610840261
¼ô	-10.1124473260009
¸±	-8.57452054375045
¸î	-9.95930318878501
Øâ	-12.8710498062659
½Ë	-11.1663017140275
Åü	-10.9016091598004
Á¦	-6.48239503439745
È°	-9.95327907418163
°ì	-7.3952838476658
¹¦	-7.0990896070796
¼Ó	-6.73224342126
Îñ	-7.32760998168489
Û½	-15.7614215641621
ÁÓ	-10.4335453953725
¶¯	-6.16445917187921
Öú	-7.92940738365661
Å¬	-9.29527683992446
½Ù	-9.47542346965321
Û¿	-13.3635262913637
Àø	-9.79527482503839
¾¢	-9.20322376134981
ÀÍ	-8.75926560975846
ÛÀ	-13.2765149143741
ÊÆ	-7.8981548401525
²ª	-9.99623046137723
ÓÂ	-9.46247231730614
Ãã	-10.5740357583213
Ñ«	-10.6988265311351
ÛÂ	-14.3751272030422
ÀÕ	-9.56497743636756
ÛÃ	-14.662809275494
¿±	-11.0252231157676
Ä¼	-11.5129263221127
ÇÚ	-9.74770640811928
ÛÄ	-12.3941257341756
É×	-12.2649140026956
¹´	-10.1519497689771
Îð	-10.6554760902615
ÔÈ	-10.5574148770853
°ü	-7.80354420567226
´Ò	-10.2642533388689
ÐÙ	-11.0518913628497
Ùé	-12.6259273482329
ÞË	-14.662809275494
Ùë	-12.6703791108038
Ø°	-11.8295959314378
»¯	-6.51513506541243
±±	-6.73020785808333
³×	-10.4384115850237
ÔÑ	-12.7168991264387
½³	-10.2399606462998
¿ï	-12.0002214484685
Ï»	-12.4655846981577
·Ë	-10.6925173619418
ØÑ	-12.6703791108038
Æ¥	-9.98998044103206
Çø	-7.0978794764107
Ò½	-8.50371388700203
ØÒ	-11.7540883789296
Ää	-11.7360698734269
Ê®	-6.42568278279156
Ç§	-7.83554124742452
Ø¦	-14.151983651728
Éý	-8.6746836296515
Îç	-8.85767430657748
»Ü	-11.5567289447711
°ë	-7.89469927902535
»ª	-7.32348805373147
Ð­	-8.00266102000441
±°	-10.5249796013321
×ä	-9.96840795577793
×¿	-10.3632588626443
µ¥	-7.49551423000633
Âô	-8.84768421350239
ÄÏ	-6.87660359762086
²©	-8.39814197719904
²·	-10.2162441196825
±å	-13.1223642345468
ß²	-14.3751272030422
Õ¼	-8.41026333773138
¿¨	-8.38428785132812
Â¬	-10.081248955145
ØÕ	-15.7614215641621
Â±	-12.2350610395459
ØÔ	-9.02801967232472
ÎÔ	-10.1969011568394
ÎÀ	-8.34384116174753
Ø´	-15.0682743836021
Ã®	-11.0885927297002
Ó¡	-7.9641302906146
Î£	-9.03518816180333
¼´	-7.37069903679979
È´	-7.37433705809286
ÂÑ	-10.4884220055983
¾í	-8.82799853843136
Ð¶	-11.1463010473208
Çä	-10.4384115850237
³§	-8.8486787436689
¶ò	-11.634287179117
Ìü	-8.89344715519178
Àú	-7.45346901889106
À÷	-9.61938415857472
Ñ¹	-8.53812588459976
Ñá	-10.354249792702
²Þ	-11.3547023168978
Àå	-10.081248955145
ºñ	-8.89866365111068
Ô­	-6.94456832353465
Ïá	-10.7441417273472
ØÊ	-11.634287179117
ÏÃ	-9.67237668871523
³ø	-10.7846878217415
¾Ç	-13.458836471168
ØË	-11.9772319302438
È¥	-6.22827331775874
ÏØ	-8.27873973600743
Èþ	-9.89779038856398
²Î	-7.62314892563189
ÓÖ	-6.57016207999869
²æ	-10.2162441196825
¼°	-6.69772677252738
ÓÑ	-7.79830950518279
Ë«	-7.80845477323895
·´	-7.31787491291414
·¢	-5.93854771562019
Êå	-9.66559700172985
È¡	-7.36571827033355
ÊÜ	-7.19448628085103
±ä	-7.15621749542313
Ðð	-10.0056793505752
ÅÑ	-10.1556194978661
ÛÅ	-12.3274343596769
µþ	-10.3408865648898
¿Ú	-7.12573447869805
¹Å	-7.17937740042622
¾ä	-8.41026333773138
Áí	-7.90937135689619
ß¶	-11.8101778455807
ßµ	-11.4047127374725
Ö»	-6.47310215086931
½Ð	-7.52924732777814
ÕÙ	-9.21034122911867
°È	-11.541913858986
¶£	-11.156251378174
¿É	-5.73412472589966
Ì¨	-7.44781442484452
ß³	-11.4987416871208
Ê·	-7.42935385687253
ÓÒ	-8.00908640085979
ØÏ	-15.7614215641621
Ò¶	-8.7601759420926
ºÅ	-7.79068117415498
Ë¾	-7.66918215743787
Ì¾	-9.28598884745799
ß·	-13.969662094934
µð	-13.1223642345468
ß´	-12.2060735026727
Óõ	-11.0518913628497
³Ô	-8.00565439405908
¸÷	-6.82551803788765
ßº	-12.7656892906081
ºÏ	-6.7836439654166
¼ª	-8.47866038455648
µõ	-10.2560900282297
Í¬	-6.33903903394286
Ãû	-6.56457178236839
ºó	-5.85205134846779
Àô	-10.3723498343456
ÍÂ	-9.94133863380972
Ïò	-6.71725384724048
ß¸	-13.0533713630599
ÏÅ	-10.1302097823407
ÂÀ	-10.193077060401
Âð	-8.55208130755917
¾ý	-8.68307998460441
Áß	-12.5425457392939
ÍÌ	-10.2045935024625
Ò÷	-10.1779252553804
·Í	-13.0533713630599
ßÁ	-14.662809275494
·ñ	-8.22772785431344
°É	-8.21233885334979
¶Ö	-10.7507862700658
·Ô	-10.8938871137065
º¬	-8.69580820056436
Ìý	-7.39551648695962
¿Ô	-12.6259273482329
Ë±	-12.9888328419223
Æô	-9.07182229498311
Ö¨	-12.2956856613624
Îâ	-8.20029997463184
³³	-10.764209290398
Îü	-8.53303311258847
´µ	-9.77246014727221
ÎÇ	-10.4335453953725
ºð	-11.3793949294882
Îá	-10.0184183763526
Ñ½	-9.45332312265255
ßÀ	-15.0682743836021
´ô	-9.53291056057089
³Ê	-9.34960329645218
¸æ	-7.73198872358083
ÄÅ	-11.6838841202564
ß½	-13.5641969868259
Å»	-11.8696012660515
ß¿	-13.8155114151068
ßÂ	-13.3635262913637
Ô±	-7.01248193262436
Çº	-12.0978599180324
ÎØ	-11.634287179117
ÄØ	-7.79206382214573
ßÊ	-13.8155114151068
ßÏ	-14.662809275494
ÖÜ	-7.5597613733534
ßÉ	-13.2765149143741
Î¶	-8.48417383753059
ºÇ	-10.0184183763526
ßÎ	-13.969662094934
ßÈ	-14.151983651728
ÅÞ	-12.8710498062659
Éë	-11.7009785536157
ºô	-8.67803371653678
Ãü	-7.29425930635141
¾×	-12.3941257341756
ßÆ	-12.5425457392939
ßÍ	-12.3941257341756
ÅØ	-13.3635262913637
Õ¦	-12.9282082201059
ºÍ	-5.41388942155031
¾Ì	-12.1505036515179
Ó½	-10.4531538667609
¸À	-10.7244689617484
Öä	-11.3187703076718
ßÇ	-13.2765149143741
¹¾	-11.5129263221127
¿§	-10.848766678426
Áü	-12.4655846981577
ßË	-11.932780167673
ßÌ	-14.3751272030422
ßÐ	-15.0682743836021
ßÛ	-13.8155114151068
ßå	-13.1964722067005
ß×	-12.4655846981577
ßÖ	-12.6703791108038
×É	-9.91787714713072
ßã	-13.2765149143741
ßä	-12.2956856613624
åë	-13.1223642345468
Ò§	-10.1124473260009
ßÒ	-13.458836471168
¿©	-11.911273962452
ÔÛ	-9.38129902726231
¿È	-11.8295959314378
ÏÌ	-10.4935634050987
ßÝ	-13.2765149143741
ÑÊ	-10.848766678426
ßÞ	-13.3635262913637
°§	-10.1159746665188
Æ·	-6.92403070861738
ßÓ	-14.662809275494
ºå	-11.3793949294882
¶ß	-12.6259273482329
ÍÛ	-11.3187703076718
¹þ	-8.94249749888656
ÔÕ	-10.9016091598004
Ïì	-7.71583328335855
°¥	-11.3547023168978
ßç	-12.7168991264387
ßÑ	-15.7614215641621
ÑÆ	-9.88368578238244
ßÕ	-13.8155114151068
ßØ	-15.7614215641621
ßÙ	-15.7614215641621
»©	-11.1764540854915
ßà	-13.0533713630599
ßæ	-13.3635262913637
Ó´	-11.6182868377705
¸ç	-8.53230768636878
Å¶	-10.8561467857236
ßê	-12.7656892906081
ÉÚ	-10.9093913002425
Á¨	-11.6505476999888
ÄÄ	-8.42318341409649
¿Þ	-9.59390507327374
Ïø	-13.2765149143741
ÕÜ	-9.44968675500916
²¸	-12.3941257341756
ºß	-10.4782178354241
ßì	-13.0533713630599
Ñä	-15.0682743836021
Ëô	-12.8169825849956
´½	-10.354249792702
°¦	-11.1074612140046
ßñ	-13.8155114151068
ÌÆ	-8.35592590096261
ßò	-15.7614215641621
ßí	-11.9772319302438
ßë	-12.2649140026956
ßï	-13.6819800224822
ßð	-15.7614215641621
»½	-10.4143140334446
ßó	-12.7656892906081
ßô	-15.7614215641621
»£	-12.6703791108038
ÊÛ	-9.20748816013627
Î¨	-9.17801234200331
à§	-12.7168991264387
³ª	-8.58363914796688
à¦	-15.0682743836021
à¡	-12.9888328419223
ßþ	-14.662809275494
ÍÙ	-12.0725421100481
ßü	-13.969662094934
ßú	-13.8155114151068
¿Ð	-12.7168991264387
×Ä	-11.8493985587339
ÉÌ	-7.57830348476733
ßø	-14.3751272030422
°¡	-8.67301278548668
ßý	-13.969662094934
ßû	-13.969662094934
à¢	-14.3751272030422
à¨	-12.6259273482329
·È	-10.8710724359403
Æ¡	-11.4987416871208
É¶	-11.8902205532542
À²	-9.07431295629556
ßõ	-12.9282082201059
Å¾	-12.1505036515179
ØÄ	-12.9282082201059
ßù	-14.151983651728
Äö	-13.1964722067005
à£	-15.7614215641621
à¥	-12.2350610395459
Ð¥	-11.2288220710088
à´	-13.6819800224822
Ìä	-11.4709621230137
à±	-12.8169825849956
¿¦	-10.5039261921343
Î¹	-9.95930318878501
à«	-10.9093913002425
ÉÆ	-8.21920810096867
À®	-10.6374575847588
à®	-12.9282082201059
ºí	-10.6494337758055
º°	-10.0216286519828
à©	-13.3635262913637
ßö	-12.8710498062659
à³	-13.969662094934
à¸	-11.7183702963275
´­	-10.8561467857236
à¹	-11.9547590743918
Ï²	-7.89930935249933
ºÈ	-8.85466678551352
à°	-13.458836471168
Ðú	-11.156251378174
à¬	-13.969662094934
Ôû	-13.5641969868259
Åç	-9.91209678421522
à­	-14.3751272030422
Ó÷	-10.2849580122306
à¶	-11.1364487508778
à·	-13.1964722067005
Ðá	-12.0725421100481
àÊ	-15.0682743836021
à¾	-14.3751272030422
àª	-13.1964722067005
É¤	-11.7540883789296
àÁ	-12.4292170539869
à²	-12.8710498062659
ÊÈ	-11.4709621230137
àµ	-13.1223642345468
ÎË	-11.8902205532542
ËÃ	-11.541913858986
àÍ	-11.156251378174
àÆ	-14.662809275494
àÂ	-12.8169825849956
àË	-13.8155114151068
à¿	-14.151983651728
àÀ	-13.6819800224822
àÅ	-11.4439334506258
àÇ	-13.5641969868259
àÈ	-14.3751272030422
à»	-15.0682743836021
ËÔ	-12.4655846981577
àÕ	-15.7614215641621
àÖ	-12.8169825849956
àÒ	-14.151983651728
àÐ	-12.3941257341756
¼Î	-9.4406532699115
àÑ	-14.3751272030422
¸Â	-12.1238354044357
Ðê	-12.2956856613624
Âï	-10.1124473260009
àÏ	-15.7614215641621
à½	-12.9888328419223
àÔ	-14.151983651728
àÓ	-13.1964722067005
àÜ	-15.0682743836021
àØ	-13.969662094934
Öö	-11.2955134455075
³°	-11.1266925759324
×ì	-9.1670081044123
Ë»	-11.5567289447711
àÚ	-12.7168991264387
Îû	-10.7709889773833
ºÙ	-11.156251378174
àá	-14.3751272030422
Ò­	-12.4655846981577
àâ	-15.7614215641621
àÛ	-12.4655846981577
àÙ	-15.7614215641621
àß	-13.8155114151068
àà	-12.5833677338141
àÞ	-11.6182868377705
àä	-13.969662094934
Æ÷	-7.49294617517948
Ø¬	-12.5833677338141
Ôë	-11.1463010473208
àæ	-15.0682743836021
ÊÉ	-12.2956856613624
àå	-13.8155114151068
¸Á	-11.6838841202564
àè	-13.969662094934
àé	-13.8155114151068
º¿	-12.3941257341756
Ìç	-13.969662094934
àê	-12.5425457392939
Ïù	-11.5567289447711
àë	-14.662809275494
ÈÂ	-11.3306047653188
½À	-11.7724375175978
ÄÒ	-10.7846878217415
Çô	-10.9093913002425
ËÄ	-6.92098612489551
»Ø	-6.97695311007172
Òò	-6.59200735879854
àï	-14.662809275494
ÍÅ	-7.84643855831368
¶Ú	-13.3635262913637
àñ	-14.3751272030422
